player_id,year,franchise_id,salary,released
10756,2004,24,3,FALSE
15116,2004,14,0.5,FALSE
24498,2004,17,3.2,FALSE
17709,2004,3,0.5,TRUE
20825,2004,24,0.9,FALSE
12662,2004,13,1,FALSE
14400,2004,11,0.9,FALSE
14829,2004,3,0.5,FALSE
24721,2004,3,0.5,FALSE
18580,2004,13,1.7,FALSE
24553,2004,14,3.2,FALSE
23153,2004,21,3,FALSE
10220,2004,1,3.8,FALSE
12328,2004,14,5,FALSE
18042,2004,7,0.5,FALSE
20344,2004,19,0.5,FALSE
20717,2004,13,2,FALSE
13559,2004,23,4,FALSE
24475,2004,5,2.5,FALSE
24475,2004,13,2.5,TRUE
14796,2004,3,2.5,FALSE
14796,2004,22,2.5,TRUE
18200,2004,3,1.7,FALSE
23350,2004,19,3,FALSE
24657,2004,5,1.5,FALSE
13690,2004,5,0.5,TRUE
15044,2004,3,0.5,FALSE
15824,2004,23,0.5,FALSE
17641,2004,7,2,FALSE
24913,2004,17,1.5,FALSE
18730,2004,8,3,FALSE
20539,2004,12,2,FALSE
22784,2004,21,3,FALSE
11155,2004,5,10,FALSE
24449,2004,13,0.1,FALSE
24468,2004,3,1,FALSE
24663,2004,1,3.5,FALSE
24675,2004,20,2,FALSE
24675,2004,21,1.5,TRUE
24569,2004,2,1,FALSE
23480,2004,17,6.2,FALSE
23983,2004,9,0.1,FALSE
24667,2004,15,0.9,FALSE
24876,2004,24,2.6,FALSE
24777,2004,19,4,FALSE
23243,2004,14,4,FALSE
23452,2004,18,5,FALSE
24639,2004,20,3.8,FALSE
24651,2004,4,2,FALSE
13838,2004,1,3.6,FALSE
14146,2004,23,7.8,FALSE
16494,2004,14,6.2,FALSE
24898,2004,19,4,FALSE
24904,2004,6,0.1,FALSE
17854,2004,22,0.1,FALSE
24955,2004,13,1,FALSE
21061,2004,21,5,FALSE
24328,2004,19,3.8,FALSE
15077,2004,16,3.2,FALSE
24715,2004,23,4,FALSE
18669,2004,11,0.1,FALSE
19952,2004,2,0.1,FALSE
20718,2004,12,2,FALSE
24752,2004,4,1,FALSE
21235,2004,3,3,FALSE
12094,2004,13,1.4,TRUE
24682,2004,13,1,FALSE
19471,2004,15,4,FALSE
24942,2004,20,5,FALSE
24950,2004,16,2.5,FALSE
20637,2004,12,2.9,FALSE
21789,2004,9,7.4,FALSE
24026,2004,18,2.6,FALSE
13458,2004,17,2,FALSE
15497,2004,4,0.5,FALSE
19835,2004,5,0.5,FALSE
21520,2004,10,1.7,FALSE
24989,2004,1,3.2,FALSE
24010,2004,9,6,FALSE
24999,2004,16,7,FALSE
10373,2004,3,4,FALSE
10959,2004,14,3.8,FALSE
24453,2004,6,2.7,FALSE
13644,2004,23,6.2,FALSE
14180,2004,2,2,FALSE
15838,2004,13,0.5,TRUE
16394,2004,11,1.5,FALSE
24740,2004,11,2.8,FALSE
22314,2004,11,4,FALSE
22936,2004,24,10,FALSE
10201,2004,22,1.3,FALSE
15672,2004,1,0.1,FALSE
18149,2004,10,5,FALSE
22639,2004,9,2,FALSE
23834,2004,22,0.7,TRUE
23834,2004,23,0.5,FALSE
11852,2004,9,2.9,FALSE
14779,2004,16,0.1,FALSE
14876,2004,13,0.5,TRUE
24883,2004,14,2.7,FALSE
16564,2004,8,2,FALSE
23377,2004,2,0.4,FALSE
23377,2004,17,0.8,TRUE
21667,2004,19,2.6,FALSE
22658,2004,6,2.7,FALSE
11528,2004,2,2.6,FALSE
24809,2004,7,0.5,FALSE
11200,2004,21,2,FALSE
14020,2004,3,2.9,FALSE
24485,2004,19,2,FALSE
18164,2004,3,2.8,FALSE
20257,2004,5,6.2,FALSE
23926,2004,22,4,FALSE
10341,2004,14,0.1,FALSE
15655,2004,9,1,FALSE
24712,2004,8,1,FALSE
19235,2004,8,0.1,TRUE
20435,2004,8,0.1,FALSE
23009,2004,6,3,FALSE
12232,2004,11,0.3,TRUE
12232,2004,12,0.1,FALSE
12316,2004,21,1,FALSE
24690,2004,16,10,FALSE
24916,2004,12,0.5,FALSE
20131,2004,16,0.9,FALSE
20409,2004,9,5,FALSE
24789,2004,16,0.1,TRUE
24648,2004,21,6.2,FALSE
19412,2004,23,0.5,FALSE
21494,2004,10,6.2,FALSE
23859,2004,4,0.5,FALSE
24431,2004,23,5.6,FALSE
24626,2004,6,2.8,FALSE
12056,2004,8,0.9,FALSE
14660,2004,7,5.4,FALSE
16814,2004,22,6.2,FALSE
24748,2004,4,0.5,FALSE
24612,2004,10,2.5,FALSE
11648,2004,23,0.5,FALSE
19716,2004,5,2,TRUE
19781,2004,23,0.1,FALSE
21087,2004,14,0.9,FALSE
24775,2004,11,2,FALSE
11702,2004,5,4,FALSE
14092,2004,12,0.5,TRUE
14462,2004,15,1,FALSE
24511,2004,2,5,FALSE
18498,2004,19,2,FALSE
21050,2004,18,5,FALSE
24772,2004,5,0.1,FALSE
24781,2004,12,2.8,FALSE
24995,2004,16,2,FALSE
24465,2004,13,3,FALSE
24846,2004,23,0.1,FALSE
13918,2004,5,0.1,FALSE
24486,2004,19,2,FALSE
24567,2004,20,0.1,FALSE
24935,2004,20,0.9,FALSE
20833,2004,13,0.5,TRUE
21057,2004,4,1,FALSE
23256,2004,23,0.1,FALSE
17724,2004,3,2.6,FALSE
19926,2004,4,4,FALSE
22171,2004,15,0.9,FALSE
15937,2004,23,0.1,FALSE
17456,2004,8,4,FALSE
20771,2004,3,2,FALSE
20805,2004,3,0.1,FALSE
23429,2004,10,5,FALSE
23717,2004,24,2.6,FALSE
24214,2004,3,3,FALSE
10130,2004,4,4,FALSE
10130,2004,20,2.5,TRUE
24806,2004,17,3.3,FALSE
24637,2004,1,3.3,FALSE
12302,2004,17,2,FALSE
12943,2004,21,5,FALSE
24861,2004,23,3.3,FALSE
24490,2004,11,9.2,FALSE
16365,2004,13,5,FALSE
17371,2004,12,2.6,FALSE
24897,2004,22,0.9,FALSE
24564,2004,21,1,FALSE
24774,2004,6,2.8,FALSE
24602,2004,1,4,FALSE
13729,2004,1,1.3,FALSE
24665,2004,5,1.5,FALSE
24672,2004,12,0.3,TRUE
24497,2004,6,0.9,FALSE
24728,2004,7,4.6,FALSE
21878,2004,16,2,FALSE
24986,2004,20,2.8,FALSE
24609,2004,16,0.5,FALSE
24793,2004,14,0.1,FALSE
24515,2004,15,4.3,FALSE
17652,2004,14,0.1,FALSE
18734,2004,12,0.1,FALSE
24738,2004,7,5.4,FALSE
21360,2004,21,5,FALSE
22712,2004,11,0.1,FALSE
23394,2004,12,0.1,FALSE
19442,2004,6,1,TRUE
19442,2004,14,1,FALSE
20955,2004,24,2.6,FALSE
22150,2004,20,5,FALSE
24595,2004,14,0.1,FALSE
10181,2004,2,3.8,FALSE
10693,2004,5,1.3,FALSE
17561,2004,24,2.8,FALSE
18266,2004,19,3,FALSE
19925,2004,4,0.3,TRUE
19925,2004,14,0.3,FALSE
20688,2004,18,0.1,FALSE
11675,2004,23,1.8,FALSE
14719,2004,1,6.2,FALSE
15574,2004,13,1.5,TRUE
24704,2004,9,1,FALSE
17943,2004,6,1,FALSE
24538,2004,17,0.1,FALSE
24542,2004,18,0.1,FALSE
19217,2004,2,6,FALSE
10176,2004,8,3,FALSE
10806,2004,3,0.1,FALSE
15663,2004,5,2.7,FALSE
24693,2004,10,3.8,FALSE
19361,2004,10,0.5,FALSE
24563,2004,12,0.5,TRUE
24563,2004,21,0.2,FALSE
20619,2004,4,5,FALSE
22659,2004,16,0.5,FALSE
22916,2004,2,5,FALSE
10065,2004,10,2,FALSE
24615,2004,1,0.1,FALSE
17900,2004,1,6.2,FALSE
18754,2004,19,1.3,FALSE
18791,2004,24,3,FALSE
20198,2004,2,5,FALSE
21691,2004,1,0.1,TRUE
10375,2004,8,2.6,FALSE
12486,2004,3,1.5,FALSE
17664,2004,11,4.6,FALSE
24727,2004,13,2,FALSE
23274,2004,10,4,FALSE
24159,2004,13,0.1,FALSE
10834,2004,4,3,FALSE
12900,2004,19,2.5,FALSE
24671,2004,16,3.6,FALSE
16453,2004,8,5,FALSE
19349,2004,10,6.2,FALSE
24944,2004,12,5,FALSE
23985,2004,1,0.3,TRUE
23985,2004,5,0.1,FALSE
24732,2004,7,3.8,FALSE
23306,2004,16,0.1,FALSE
24807,2004,6,2.1,FALSE
24694,2004,4,4,FALSE
25198,2004,13,2.1,FALSE
12616,2004,21,0.9,FALSE
24797,2004,7,3,FALSE
24835,2004,15,1,FALSE
24868,2004,17,2.2,FALSE
25109,2004,19,0.9,FALSE
25178,2004,23,0.3,TRUE
24912,2004,14,0.1,FALSE
10015,2004,3,0.5,FALSE
25016,2004,20,2.1,FALSE
24836,2004,4,1,FALSE
25057,2004,17,2.1,FALSE
25120,2004,6,0.3,TRUE
25120,2004,13,1.1,TRUE
25120,2004,19,0.3,FALSE
25184,2004,8,1.5,FALSE
25066,2004,18,2.3,FALSE
24870,2004,9,9.6,FALSE
24848,2004,14,0.5,FALSE
24848,2004,20,0.8,TRUE
25063,2004,6,3,FALSE
24763,2004,12,0.3,TRUE
25089,2004,17,2.2,FALSE
24994,2004,13,2.1,FALSE
24655,2004,20,0.1,FALSE
24625,2004,11,0.1,FALSE
24889,2004,19,1,FALSE
25133,2004,23,1,FALSE
25211,2004,3,0.5,TRUE
25199,2004,18,3.3,FALSE
24653,2004,23,3.8,FALSE
24857,2004,6,1.1,TRUE
24857,2004,11,0.3,TRUE
25078,2004,8,1,FALSE
25078,2004,13,1.9,TRUE
25102,2004,23,3,FALSE
24488,2004,17,0.9,FALSE
24517,2004,24,1.5,FALSE
24803,2004,20,1,FALSE
24507,2004,8,0.1,TRUE
24956,2004,3,0.5,TRUE
24561,2004,18,2.1,FALSE
24977,2004,14,0.9,FALSE
24977,2004,22,0.5,TRUE
24654,2004,12,0.7,TRUE
24754,2004,14,0.1,TRUE
25055,2004,21,2.5,FALSE
25099,2004,1,0.3,TRUE
25099,2004,17,0.2,FALSE
24988,2004,1,0.2,FALSE
25097,2004,1,2.2,FALSE
25143,2004,3,2.2,FALSE
25201,2004,3,1,FALSE
25206,2004,20,2.3,FALSE
25094,2004,1,2.1,FALSE
24892,2004,9,2.1,FALSE
24905,2004,24,2.2,FALSE
24920,2004,12,2.8,FALSE
24543,2004,3,1.5,TRUE
24543,2004,6,0.8,FALSE
21378,2004,4,5,FALSE
25107,2004,20,0.1,TRUE
24919,2004,8,3.8,FALSE
25092,2004,11,2.2,FALSE
25134,2004,15,1.7,FALSE
24466,2004,11,2.1,FALSE
15005,2004,5,3,FALSE
15005,2004,22,3.7,TRUE
24593,2004,17,0.5,FALSE
25074,2004,3,0.3,TRUE
24767,2004,4,1,TRUE
25203,2004,11,1,FALSE
25203,2004,12,1.1,TRUE
25104,2004,4,3,TRUE
25104,2004,22,5,FALSE
24885,2004,6,1.3,FALSE
25018,2004,9,2.2,FALSE
24842,2004,20,2.2,FALSE
25021,2004,13,2,FALSE
25095,2004,18,2.2,FALSE
19862,2004,2,0.1,FALSE
20462,2004,6,1.5,FALSE
10285,2004,13,2,FALSE
25139,2004,22,3,FALSE
24822,2004,10,2.1,FALSE
25200,2004,10,2.2,FALSE
24903,2004,15,2.1,FALSE
24976,2004,17,1.5,FALSE
24827,2004,16,2,FALSE
15025,2004,13,0.1,FALSE
15025,2004,16,0.1,TRUE
16244,2004,15,3,FALSE
25124,2004,11,4,FALSE
25180,2004,21,2,FALSE
24428,2004,3,0.1,FALSE
10845,2004,2,0.1,FALSE
10845,2004,6,0.5,TRUE
15290,2004,16,0.1,FALSE
24734,2004,2,0.1,FALSE
24734,2004,16,0.3,TRUE
25384,2004,10,1.2,FALSE
25025,2004,3,0.9,FALSE
25100,2004,19,3,FALSE
25135,2004,2,0.1,FALSE
24420,2004,7,5,FALSE
25227,2004,20,1.8,FALSE
25232,2004,10,1.1,FALSE
25233,2004,9,1.8,FALSE
24820,2004,16,0.9,FALSE
25032,2004,10,0.5,FALSE
24829,2004,23,1,FALSE
24849,2004,22,1.7,FALSE
25402,2004,10,1.7,FALSE
24867,2004,19,1.7,FALSE
25278,2004,20,1.7,FALSE
25112,2004,4,3,FALSE
17715,2004,14,7.4,FALSE
25303,2004,19,1.7,FALSE
25114,2004,18,0.9,FALSE
25469,2004,17,4,FALSE
25119,2004,18,2,FALSE
25119,2004,23,1.3,TRUE
24536,2004,20,0.5,FALSE
25125,2004,10,0.1,FALSE
25472,2004,1,0.9,FALSE
25130,2004,8,2.2,FALSE
24936,2004,16,1.3,FALSE
20140,2004,15,1.3,FALSE
25151,2004,22,0.1,FALSE
25336,2004,23,0.5,FALSE
25490,2004,12,1.6,FALSE
24941,2004,16,1.5,FALSE
25357,2004,13,1.3,FALSE
25374,2004,7,0.1,FALSE
25374,2004,16,0.3,TRUE
23297,2004,15,1.3,FALSE
25207,2004,20,2,FALSE
24377,2004,23,0.1,FALSE
25003,2004,8,0.5,TRUE
25003,2004,23,0.1,FALSE
25008,2004,15,1.7,FALSE
25218,2004,6,0.5,FALSE
25222,2004,11,0.1,FALSE
10828,2004,19,0.5,FALSE
25413,2004,11,0.9,FALSE
25024,2004,7,1,FALSE
25417,2004,18,1.6,FALSE
25428,2004,22,0.6,TRUE
25038,2004,20,4,FALSE
24462,2004,3,2,FALSE
25049,2004,6,1,FALSE
25258,2004,24,2.6,FALSE
25440,2004,17,0.3,TRUE
25442,2004,8,4,FALSE
25266,2004,15,0.9,FALSE
25444,2004,12,1.7,FALSE
25452,2004,5,2,FALSE
25086,2004,13,0.9,TRUE
25086,2004,16,1.7,FALSE
16324,2004,3,0.9,FALSE
25098,2004,7,1.5,FALSE
25459,2004,1,1.3,FALSE
17512,2004,8,3,FALSE
24521,2004,21,0.9,FALSE
24711,2004,18,1.7,FALSE
25307,2004,2,0.5,FALSE
25307,2004,12,0.9,TRUE
24720,2004,17,1,FALSE
25127,2004,9,1.8,FALSE
25324,2004,2,1.7,FALSE
25142,2004,14,1.3,FALSE
25144,2004,20,1.3,FALSE
25484,2004,16,0.5,FALSE
25334,2004,10,1.8,FALSE
25339,2004,20,0.1,FALSE
25163,2004,6,1.8,FALSE
25345,2004,2,0.9,FALSE
25171,2004,6,1,TRUE
25171,2004,22,0.2,FALSE
25173,2004,7,0.5,FALSE
25396,2004,9,2.6,FALSE
25355,2004,2,0.3,TRUE
25192,2004,14,1.6,FALSE
22584,2004,6,0.1,TRUE
22584,2004,17,0.1,FALSE
25397,2004,12,0.1,FALSE
25197,2004,20,0.1,FALSE
23644,2004,11,2,FALSE
25379,2004,18,1.9,FALSE
25516,2004,12,0.1,FALSE
24608,2004,15,2,FALSE
25390,2004,6,0.5,FALSE
25519,2004,21,1.7,FALSE
24909,2004,1,2,FALSE
25011,2004,16,0.3,TRUE
25011,2004,20,0.5,FALSE
24805,2004,3,0.5,FALSE
25739,2004,6,4,FALSE
24812,2004,17,1.7,FALSE
25234,2004,7,0.1,TRUE
25743,2004,21,0.8,FALSE
25241,2004,21,2,FALSE
25045,2004,1,1.5,TRUE
25045,2004,13,1.5,FALSE
24659,2004,2,0.5,FALSE
24839,2004,9,0.9,FALSE
25753,2004,9,1.3,FALSE
25571,2004,1,1.3,FALSE
25577,2004,4,1.1,FALSE
25439,2004,3,1,FALSE
14257,2004,10,0.5,FALSE
14257,2004,13,1,TRUE
25588,2004,17,1.2,FALSE
25760,2004,7,0.1,FALSE
25760,2004,15,0.5,TRUE
25589,2004,9,1.2,FALSE
14789,2004,24,3,FALSE
25080,2004,22,0.1,FALSE
25451,2004,6,1.7,FALSE
24874,2004,10,0.9,FALSE
25610,2004,2,1.2,FALSE
25613,2004,24,1,FALSE
25614,2004,17,1.2,FALSE
25093,2004,17,1.2,FALSE
25618,2004,20,1,FALSE
24890,2004,11,1,FALSE
24900,2004,7,4,FALSE
25778,2004,10,0.4,FALSE
25778,2004,11,0.7,TRUE
25781,2004,19,1,FALSE
25485,2004,24,1.8,FALSE
25487,2004,11,0.1,FALSE
25720,2004,7,1.3,FALSE
25342,2004,13,0.8,FALSE
25342,2004,17,1.5,TRUE
25495,2004,4,1.3,FALSE
25807,2004,11,0.9,FALSE
24958,2004,13,0.5,TRUE
25351,2004,16,1.3,FALSE
25497,2004,15,0.9,FALSE
25675,2004,11,1,FALSE
25809,2004,4,1,FALSE
25687,2004,4,0.6,TRUE
21896,2004,23,1,FALSE
25186,2004,10,1.3,FALSE
25692,2004,13,1,FALSE
25695,2004,6,1.3,FALSE
25818,2004,8,1.3,FALSE
25714,2004,6,1.1,FALSE
25715,2004,11,1,FALSE
25204,2004,19,0.6,FALSE
25389,2004,5,2,FALSE
25517,2004,22,1.8,FALSE
25725,2004,15,0.5,FALSE
25531,2004,22,1.3,FALSE
25010,2004,12,0.1,FALSE
25733,2004,9,0.3,TRUE
25723,2004,22,0.4,TRUE
25723,2004,23,0.1,FALSE
25414,2004,6,0.5,FALSE
25738,2004,14,0.1,TRUE
11989,2004,8,0.1,FALSE
25548,2004,3,1.3,FALSE
25558,2004,7,0.5,FALSE
25747,2004,21,0.5,FALSE
25247,2004,17,0.7,TRUE
25247,2004,20,0.1,FALSE
25749,2004,8,1.3,FALSE
25751,2004,16,0.1,FALSE
25569,2004,18,0.2,FALSE
13681,2004,14,2,FALSE
25264,2004,23,0.5,FALSE
25755,2004,1,0.1,FALSE
25756,2004,9,0.5,TRUE
25065,2004,16,1.1,FALSE
25068,2004,12,2.2,FALSE
25587,2004,13,0.1,TRUE
25082,2004,1,0.1,FALSE
24688,2004,18,0.9,FALSE
25766,2004,3,1.1,FALSE
25770,2004,22,1.1,FALSE
25771,2004,6,1.3,FALSE
25622,2004,17,1.3,FALSE
25298,2004,12,0.1,FALSE
25108,2004,13,1.1,FALSE
25777,2004,4,1,FALSE
25779,2004,10,0.1,TRUE
25779,2004,12,0.1,FALSE
25115,2004,15,1.7,FALSE
25470,2004,19,0.5,FALSE
25316,2004,15,0.3,TRUE
25650,2004,5,0.1,TRUE
25654,2004,19,1.3,FALSE
24938,2004,16,2,FALSE
25491,2004,7,1.3,FALSE
25802,2004,20,1.5,FALSE
25803,2004,1,0.1,FALSE
25669,2004,17,1.2,FALSE
25166,2004,2,1.3,FALSE
25348,2004,12,0.1,FALSE
25168,2004,6,0.1,TRUE
25676,2004,17,1.3,FALSE
25354,2004,16,0.1,FALSE
25686,2004,21,1.3,FALSE
25694,2004,13,0.6,TRUE
25701,2004,15,1,FALSE
25380,2004,5,0.5,FALSE
25822,2004,14,0.5,TRUE
25823,2004,15,1.3,FALSE
25518,2004,8,0.5,TRUE
26046,2004,17,0.8,FALSE
24620,2004,22,1,FALSE
25736,2004,16,0.6,FALSE
25838,2004,7,0.9,FALSE
25540,2004,22,0.6,FALSE
25544,2004,21,0.9,FALSE
25419,2004,16,1.3,FALSE
25546,2004,22,0.9,FALSE
25553,2004,21,0.9,FALSE
25851,2004,10,0.8,FALSE
25246,2004,22,0.9,FALSE
26043,2004,17,0.6,FALSE
25562,2004,9,0.8,FALSE
25564,2004,7,0.1,FALSE
25862,2004,12,0.9,FALSE
25437,2004,13,0.7,FALSE
25262,2004,13,0.9,FALSE
25445,2004,12,3,FALSE
25270,2004,1,0.1,FALSE
25598,2004,18,1.4,FALSE
25762,2004,5,0.6,FALSE
25882,2004,12,0.5,TRUE
25611,2004,20,0.9,FALSE
25889,2004,20,0.8,FALSE
25281,2004,2,0.1,TRUE
25891,2004,15,0.7,FALSE
25286,2004,18,0.9,FALSE
25897,2004,24,0.9,FALSE
25623,2004,10,0.3,TRUE
25296,2004,7,1.5,FALSE
25909,2004,20,0.5,FALSE
25121,2004,14,0.6,FALSE
25914,2004,2,0.9,FALSE
25639,2004,22,0.5,FALSE
25787,2004,19,0.8,FALSE
24923,2004,1,1.5,FALSE
25129,2004,21,0.1,FALSE
25659,2004,14,0.9,FALSE
25489,2004,3,0.9,FALSE
25805,2004,8,0.7,FALSE
25167,2004,13,1,FALSE
25678,2004,8,0.8,FALSE
26007,2004,1,0.7,FALSE
25368,2004,24,0.8,FALSE
25700,2004,18,0.7,FALSE
25962,2004,20,0.1,FALSE
25704,2004,15,0.9,FALSE
25713,2004,13,0.8,FALSE
25821,2004,23,0.7,FALSE
25826,2004,20,0.8,FALSE
25523,2004,17,1.2,FALSE
25983,2004,1,0.6,FALSE
25734,2004,22,0.9,FALSE
25535,2004,22,0.8,FALSE
11210,2004,10,3,FALSE
25028,2004,5,0.1,FALSE
25028,2004,7,0.1,TRUE
25028,2004,10,0.1,TRUE
25031,2004,3,0.9,FALSE
25847,2004,1,0.1,FALSE
26048,2004,24,0.9,FALSE
26042,2004,3,0.7,FALSE
25746,2004,20,0.1,FALSE
25991,2004,5,0.4,TRUE
25991,2004,16,0.1,FALSE
25565,2004,21,0.7,FALSE
25860,2004,7,0.7,FALSE
25256,2004,1,0.3,TRUE
25263,2004,9,0.1,FALSE
25263,2004,24,0.3,TRUE
25582,2004,4,0.9,FALSE
25758,2004,10,0.5,FALSE
25874,2004,2,0.6,FALSE
15245,2004,8,3,FALSE
26009,2004,14,0.6,FALSE
26041,2004,22,0.7,FALSE
25764,2004,6,0.8,FALSE
26027,2004,14,0.8,FALSE
25892,2004,3,0.9,FALSE
26031,2004,16,3,FALSE
25774,2004,11,0.5,TRUE
25774,2004,16,0.1,FALSE
25775,2004,11,0.7,FALSE
25621,2004,11,0.9,FALSE
25906,2004,4,0.5,FALSE
25906,2004,10,0.4,TRUE
25299,2004,24,0.9,FALSE
25464,2004,8,0.9,FALSE
25632,2004,17,0.9,FALSE
26003,2004,1,0.9,FALSE
18249,2004,15,0.9,FALSE
25646,2004,8,0.9,FALSE
25917,2004,22,0.8,FALSE
25790,2004,4,0.6,FALSE
26022,2004,10,0.1,FALSE
26022,2004,22,0.4,TRUE
25926,2004,9,0.9,FALSE
26014,2004,17,0.9,FALSE
25999,2004,4,0.9,FALSE
25804,2004,18,0.9,FALSE
20962,2004,11,0.1,FALSE
26001,2004,7,0.1,TRUE
26044,2004,22,0.7,FALSE
26015,2004,4,0.8,FALSE
25361,2004,9,0.7,FALSE
25946,2004,6,0.7,FALSE
26002,2004,2,0.9,FALSE
25952,2004,18,0.8,FALSE
25988,2004,16,0.3,FALSE
25813,2004,10,0.8,FALSE
25190,2004,6,0.4,TRUE
25815,2004,1,0.7,FALSE
25193,2004,17,0.4,TRUE
25193,2004,23,0.1,FALSE
23076,2004,24,0.9,FALSE
25510,2004,7,0.9,FALSE
25512,2004,16,0.3,FALSE
24784,2004,4,2,FALSE
23487,2004,19,0.7,FALSE
25719,2004,7,0.9,FALSE
25727,2004,8,0.1,TRUE
25830,2004,5,0.1,TRUE
26348,2004,2,0.3,FALSE
26094,2004,18,0.5,FALSE
25731,2004,22,0.4,FALSE
26098,2004,10,0.5,FALSE
26372,2004,7,0.1,FALSE
26372,2004,12,0.2,TRUE
25020,2004,8,0.4,FALSE
25839,2004,4,0.5,FALSE
26342,2004,5,0.4,FALSE
25996,2004,15,0.5,FALSE
26053,2004,4,0.2,FALSE
26114,2004,12,0.1,FALSE
26114,2004,13,0.1,TRUE
25843,2004,4,0.5,FALSE
26367,2004,22,0.5,FALSE
26117,2004,11,1,FALSE
26119,2004,13,0.2,FALSE
26120,2004,1,0.2,FALSE
26061,2004,24,0.2,FALSE
25551,2004,9,0.4,FALSE
26026,2004,9,0.1,FALSE
26132,2004,4,0.5,FALSE
26133,2004,14,0.5,FALSE
26374,2004,2,0.2,FALSE
26072,2004,22,0.4,FALSE
24837,2004,6,1.5,FALSE
25566,2004,16,0.3,FALSE
26077,2004,13,0.4,FALSE
26070,2004,24,0.2,FALSE
25574,2004,8,0.3,FALSE
25438,2004,12,0.1,FALSE
26057,2004,1,0.5,FALSE
25865,2004,1,0.1,FALSE
26045,2004,4,0.4,FALSE
26153,2004,21,0.4,FALSE
26154,2004,8,0.3,FALSE
26347,2004,14,0.1,TRUE
25583,2004,12,0.2,FALSE
26369,2004,14,0.3,FALSE
26384,2004,20,0.3,FALSE
26071,2004,21,0.2,FALSE
26162,2004,19,0.5,FALSE
26165,2004,22,0.3,FALSE
26169,2004,3,0.4,FALSE
26173,2004,18,0.1,FALSE
25878,2004,5,0.5,FALSE
26049,2004,24,0.3,FALSE
26178,2004,22,0.3,FALSE
26181,2004,5,0.5,FALSE
26371,2004,10,0.2,FALSE
26366,2004,18,0.3,FALSE
25763,2004,4,0.5,FALSE
26185,2004,5,0.1,TRUE
26058,2004,24,0.2,FALSE
25886,2004,8,0.3,FALSE
25890,2004,22,0.1,TRUE
25895,2004,8,0.3,FALSE
